ticket_id,industry,category,priority,sentiment,title,description,created_date,channel,resolution_time_hours
TKT-015109,SaaS / Tech,technical,medium,negative,Bulk CSV import failing above 500 rows,"Hello,

This is unacceptable — import fails at validation for CSVs over 665 rows. Using official template exactly. ",2025-02-11,mobile,48
TKT-015111,SaaS / Tech,billing,high,negative,Annual plan invoiced monthly,"Hello,

Switched to annual plan on 2026-01-02 for 20% discount. Still charged every 30 days. Account: ACC5934950.

Thanks,",2025-12-09,web,1
TKT-015115,SaaS / Tech,technical,medium,negative,REST API intermittent 500 errors,"Hello,

This is unacceptable — vanguard Tech integration receiving HTTP 500 since 2026-02-08. Happens every 5 min. Request IDs: REF-93674, REF-47425.

I expect a quick resolution.",2025-02-12,mobile,24
TKT-015118,SaaS / Tech,billing,high,negative,Invoice PDF download returns 403 error,"Hello,

'Download PDF' returns 403 Forbidden for all invoices. Cannot access for 7 weeks. I am very frustrated.

Thank you,",2025-04-03,web,8
TKT-015119,SaaS / Tech,account,medium,neutral,SSO users have no password fallback,"When IdP is down, SSO users cannot log in at all. They have no password set. Need fallback.

I expect a quick resolution.",2025-12-21,email,48
TKT-015121,SaaS / Tech,account,medium,positive,Workspace transfer request stuck pending,Requested workspace ownership transfer to Aisha Garcia on 2026-02-07. Still shows 'Pending Approval'.,2025-07-28,email,48
TKT-015122,SaaS / Tech,technical,high,negative,Dashboard loading 72+ seconds,"Hello,

Main analytics dashboard takes 84+ seconds since 2026-02-07. Team of 46 blocked. This is very urgent.

Thank you,",2025-06-13,mobile,2
TKT-015123,SaaS / Tech,billing,medium,positive,Invoice PDF download returns 403 error,"'Download PDF' returns 403 Forbidden for all invoices. Cannot access for 4 weeks.

I expect a quick resolution.",2025-08-12,email,12
TKT-015125,SaaS / Tech,technical,high,neutral,Rate limiting triggering below threshold,"Hello,

Hitting 429 at 393 req/min — well below documented 1000 req/min limit.",2025-09-07,mobile,24
TKT-015127,SaaS / Tech,delivery,low,positive,Credit card on file expired but no notification,"Hey,

I can't believe that auto-pay failed because card expired. We received no email warning. Workspace suspended before we knew.

I expect a quick resolution.",2025-08-28,web,48
TKT-015128,SaaS / Tech,billing,medium,negative,Dashboard loading 78+ seconds,"Good afternoon,

Main analytics dashboard takes 57+ seconds since 2026-02-06. Team of 18 blocked. 

Please help ASAP.",2025-09-25,mobile,24
TKT-015132,SaaS / Tech,technical,high,negative,Rate limiting triggering below threshold,"Good afternoon,

Hitting 429 at 371 req/min — well below documented 2000 req/min limit. ",2025-02-13,email,12
TKT-015134,SaaS / Tech,technical,high,negative,Webhooks stopped delivering events,"Good afternoon,

I can't believe that webhook endpoint for payment.completed stopped on 2026-02-10. No outbound attempts in logs.",2025-12-12,chat,1
TKT-015135,SaaS / Tech,technical,high,positive,Mobile app data sync delay 2–6 hours,"Web changes take 4 hours to appear on mobile. Field team working with stale data.

I expect a quick resolution.",2025-12-31,mobile,4
TKT-015136,SaaS / Tech,account,medium,neutral,Audit logs missing critical actions,"Hello,

Compliance team found file deletions missing from audit log.",2025-06-14,chat,72
TKT-015142,SaaS / Tech,billing,high,negative,Partner discount missing from renewal,"Good morning,

Zenith Digital account has 30% partner discount agreed with Fatima Brown on 2025-12-26. Renewal invoice REF-67122 doesn't include it. I am very frustrated.

I expect a quick resolution.",2025-12-04,web,48
TKT-015147,SaaS / Tech,technical,high,neutral,OAuth token refresh returning 401,"Hello,

Refresh requests return 401 even with valid tokens. Sessions expire every 43 minutes.

Looking forward to your response.",2026-01-19,email,1
TKT-015152,SaaS / Tech,billing,medium,neutral,Annual plan invoiced monthly,"Hey,

Switched to annual plan on 2026-02-03 for 20% discount. Still charged every 30 days. Account: ACC9386006.

Thank you,",2026-01-04,web,24
TKT-015161,SaaS / Tech,billing,low,neutral,Tax exemption not applied,"Hi,

Submitted tax exemption cert for ClearPath Ltd 10 weeks ago. Still charged 7% sales tax.

Thanks,",2025-02-17,chat,168
TKT-015163,SaaS / Tech,technical,high,negative,CSV export producing corrupted output,"Good afternoon,

I'm really frustrated because every export generates corrupted CSV. Columns misaligned, garbled characters (â€™). Started 2026-02-05.",2025-03-08,email,8
TKT-015165,SaaS / Tech,technical,low,negative,Dashboard loading 46+ seconds,"Main analytics dashboard takes 76+ seconds since 2026-02-08. Team of 28 blocked. 

I expect a quick resolution.",2025-10-01,email,24
TKT-015171,SaaS / Tech,billing,medium,negative,Still billed for 69 seats after downgrading to 34,"Dear support team,

I'm having a serious issue — we are NovaFlow. Downgraded from 69 to 34 seats on 2026-01-15. Latest invoice still shows 69 seats at $694/seat. I am very frustrated.

Please help ASAP.",2025-10-22,chat,8
TKT-015173,SaaS / Tech,technical,high,negative,Dashboard loading 53+ seconds,"Hi,

Main analytics dashboard takes 64+ seconds since 2026-02-10. Team of 50 blocked. I need this resolved immediately.

Regards,",2025-03-19,email,12
TKT-015176,SaaS / Tech,technical,medium,neutral,Search index not updating after record creation,"Good afternoon,

New records don't appear in search for up to 12 hours. Users creating duplicates.

I expect a quick resolution.",2026-01-07,mobile,96
TKT-015181,SaaS / Tech,technical,medium,positive,Webhooks stopped delivering events,"Good afternoon,

This is unacceptable — webhook endpoint for order.created stopped on 2026-02-10. No outbound attempts in logs.

I expect a quick resolution.",2025-11-30,web,96
TKT-015182,SaaS / Tech,billing,medium,negative,Tax exemption not applied,"Good afternoon,

Submitted tax exemption cert for Orbis Systems 12 weeks ago. Still charged 8% sales tax. I am very frustrated.",2026-02-01,chat,72
TKT-015184,SaaS / Tech,account,medium,positive,Custom domain stuck Unverified after 72 hours,"Added DNS TXT on 2026-02-07. Still 'Pending Verification' after 108 hours. DNS propagated.

I expect a quick resolution.",2025-07-11,chat,8
TKT-015185,SaaS / Tech,account,medium,neutral,Workspace transfer request stuck pending,"Good afternoon,

Requested workspace ownership transfer to Olivia Wilson on 2026-02-07. Still shows 'Pending Approval'.

Thanks,",2025-07-25,mobile,24
TKT-015187,SaaS / Tech,account,low,neutral,Custom domain stuck Unverified after 72 hours,Added DNS TXT on 2026-02-11. Still 'Pending Verification' after 100 hours. DNS propagated.,2025-08-21,mobile,48
TKT-015189,SaaS / Tech,account,medium,neutral,2FA enforcement locking out users,"After enforcing 2FA on 2026-02-10, 24 users locked out. Setup flow errors after QR scan.

Best,",2025-11-29,email,48
TKT-015202,SaaS / Tech,billing,high,negative,Workspace suspended despite payment,This is unacceptable — payment failed on 2026-02-06. Updated and paid within 1 hours. Workspace still suspended 4 days later. ,2025-07-13,web,4
TKT-015206,SaaS / Tech,technical,medium,negative,Webhooks stopped delivering events,"Webhook endpoint for payment.completed stopped on 2026-02-09. No outbound attempts in logs.

Best,",2025-03-14,email,12
TKT-015211,SaaS / Tech,account,medium,negative,Admin cannot assign custom roles,Workspace admin at CoreLogic Inc cannot assign roles to any users. Role dropdown greyed out. Started 2026-02-08. ,2025-05-04,chat,8
TKT-015214,SaaS / Tech,technical,low,negative,Bulk CSV import failing above 500 rows,"Hello,

Import fails at validation for CSVs over 465 rows. Using official template exactly.",2026-02-07,mobile,24
TKT-015217,SaaS / Tech,billing,medium,negative,Credit card on file expired but no notification,"Hey,

Auto-pay failed because card expired. We received no email warning. Workspace suspended before we knew.

Thank you,",2025-08-15,web,24
TKT-015220,SaaS / Tech,technical,high,negative,OAuth token refresh returning 401,Refresh requests return 401 even with valid tokens. Sessions expire every 37 minutes. ,2025-09-29,mobile,12
TKT-015225,SaaS / Tech,billing,high,negative,Proration charge on invoice makes no sense,"Hi,

I can't believe that invoice shows $70 proration charge but we haven't changed plans or seats in 5 months.

Thanks,",2025-06-14,web,2
TKT-015226,SaaS / Tech,account,high,negative,Dashboard loading 50+ seconds,"I'm really frustrated because main analytics dashboard takes 41+ seconds since 2026-02-09. Team of 31 blocked.

Best,",2025-06-22,web,8
TKT-015234,SaaS / Tech,billing,high,neutral,Proration charge on invoice makes no sense,"To whom it may concern,

Invoice shows $71 proration charge but we haven't changed plans or seats in 8 months.

I expect a quick resolution.",2025-07-12,web,2
TKT-015237,SaaS / Tech,billing,high,neutral,Proration charge on invoice makes no sense,"To whom it may concern,

Invoice shows $65 proration charge but we haven't changed plans or seats in 3 months.

Thank you,",2025-05-15,web,24
TKT-015238,SaaS / Tech,account,low,neutral,GDPR export request not fulfilled,"Submitted GDPR export for James Anderson on 2026-02-04. No file, no update. Legal deadline approaching.

I expect a quick resolution.",2025-08-11,web,48
TKT-015241,SaaS / Tech,billing,medium,negative,Free trial converted to paid without consent,"Good morning,

Signed up for 14-day trial on 2026-01-28. $340 charge appeared on day 7. Never upgraded.",2026-02-04,web,96
TKT-015243,SaaS / Tech,billing,high,negative,Tax exemption not applied,"Hi there,

Submitted tax exemption cert for Vertex Analytics 6 weeks ago. Still charged 9% sales tax. Please fix this as soon as possible.

Please help ASAP.",2025-05-14,mobile,24
TKT-015245,SaaS / Tech,billing,medium,negative,Free trial converted to paid without consent,"To whom it may concern,

Signed up for 14-day trial on 2026-02-03. $233 charge appeared on day 9. Never upgraded.

Thank you,",2025-11-14,mobile,24
TKT-015248,SaaS / Tech,billing,high,positive,Credit card on file expired but no notification,"Hi,

Auto-pay failed because card expired. We received no email warning. Workspace suspended before we knew.",2026-02-11,email,8
TKT-015250,SaaS / Tech,billing,high,negative,Workspace suspended despite payment,"To whom it may concern,

Payment failed on 2026-02-10. Updated and paid within 2 hours. Workspace still suspended 2 days later.

Please help ASAP.",2025-03-30,mobile,12
TKT-015252,SaaS / Tech,technical,high,neutral,Rate limiting triggering below threshold,"Hey,

Hitting 429 at 172 req/min — well below documented 2000 req/min limit.

Looking forward to your response.",2025-08-31,web,12
TKT-015253,SaaS / Tech,technical,high,neutral,Bulk CSV import failing above 500 rows,"Hello,

Import fails at validation for CSVs over 745 rows. Using official template exactly.

Thanks,",2025-06-08,mobile,4
TKT-015254,SaaS / Tech,account,low,negative,Audit logs missing critical actions,"Good afternoon,

I'm really frustrated because compliance team found login events missing from audit log.

Thanks,",2025-02-24,mobile,72
TKT-015263,SaaS / Tech,account,medium,neutral,Custom domain stuck Unverified after 72 hours,"Hi there,

Added DNS TXT on 2026-02-08. Still 'Pending Verification' after 77 hours. DNS propagated.",2025-12-08,web,72
TKT-015265,SaaS / Tech,technical,high,negative,Bulk CSV import failing above 500 rows,"Dear support team,

Import fails at validation for CSVs over 687 rows. Using official template exactly.

Thank you,",2025-08-18,mobile,4
TKT-015266,SaaS / Tech,billing,medium,negative,Charged $44 for feature never activated,"Dear support team,

Invoice includes $44 for Enterprise Analytics Add-on. We never enabled this. Our plan is Starter. This has been going on for too long.

Best,",2025-07-22,mobile,24
TKT-015267,SaaS / Tech,billing,high,negative,Proration charge on invoice makes no sense,"To whom it may concern,

Invoice shows $53 proration charge but we haven't changed plans or seats in 3 months. ",2025-03-02,web,48
TKT-015268,SaaS / Tech,account,high,neutral,Custom domain stuck Unverified after 72 hours,"Added DNS TXT on 2026-02-09. Still 'Pending Verification' after 79 hours. DNS propagated.

Thank you,",2025-08-08,email,8
TKT-015270,SaaS / Tech,billing,high,negative,Charged $604 for feature never activated,"Good morning,

Invoice includes $604 for Enterprise Analytics Add-on. We never enabled this. Our plan is Starter. I need this resolved immediately.",2025-04-08,web,4
TKT-015271,SaaS / Tech,technical,high,negative,OAuth token refresh returning 401,"Hi,

I can't believe that refresh requests return 401 even with valid tokens. Sessions expire every 47 minutes.

Best,",2025-11-22,chat,48
TKT-015272,SaaS / Tech,billing,high,neutral,Still billed for 32 seats after downgrading to 16,"Hi,

We are ClearPath Ltd. Downgraded from 32 to 16 seats on 2026-01-22. Latest invoice still shows 32 seats at $60/seat.",2025-12-10,web,12
TKT-015274,SaaS / Tech,billing,high,negative,Workspace suspended despite payment,"Good morning,

I'm really frustrated because payment failed on 2026-02-11. Updated and paid within 3 hours. Workspace still suspended 5 days later.

I expect a quick resolution.",2025-05-05,email,2
TKT-015277,SaaS / Tech,billing,medium,negative,Still billed for 63 seats after downgrading to 31,"Good morning,

We are Synapse IO. Downgraded from 63 to 31 seats on 2026-01-08. Latest invoice still shows 63 seats at $649/seat. I need this resolved immediately.

Thank you,",2025-04-07,web,24
